datetime,sky,temperature,wind_direction,wind_velocity,p
1/1/2016 00:00,"ясно, без осадков",-21,СВ,3 м/с,738
1/1/2016 03:00,"ясно, без осадков",-22,ВСВ,3 м/с,738
1/1/2016 06:00,"малооблачно, без осадков",-21,ВСВ,3 м/с,737
1/1/2016 09:00,"ясно, без осадков",-20,СВ,4 м/с,735
1/1/2016 12:00,"пасмурно, без осадков",-19,ВСВ,5 м/с,734
1/1/2016 15:00,"пасмурно, сильный снег",-17,ВСВ,6 м/с,732
1/1/2016 18:00,"пасмурно, слабый снег",-18,ВСВ,6 м/с,733
1/1/2016 21:00,"пасмурно, без осадков",-19,СВ,7 м/с,734
1/1/2016 24:00,"пасмурно, слабый снег",-20,СВ,4 м/с,735
2/1/2016 00:00,"пасмурно, слабый снег",-20,СВ,4 м/с,735
2/1/2016 03:00,"пасмурно, без осадков",-19,ВСВ,4 м/с,736
2/1/2016 06:00,"пасмурно, слабый снег",-17,ВСВ,4 м/с,736
2/1/2016 09:00,"пасмурно, слабый снег",-17,ВСВ,3 м/с,736
2/1/2016 12:00,"пасмурно, без осадков",-16,ВСВ,3 м/с,738
2/1/2016 15:00,"ясно, без осадков",-15,СВ,2 м/с,738
2/1/2016 18:00,"ясно, без осадков",-18,ВСВ,4 м/с,740
2/1/2016 21:00,"ясно, без осадков",-20,СВ,3 м/с,740
2/1/2016 24:00,"ясно, без осадков",-22,ВСВ,2 м/с,741
3/1/2016 00:00,"ясно, без осадков",-22,ВСВ,2 м/с,741
3/1/2016 03:00,"пасмурно, без осадков",-21,СВ,4 м/с,741
3/1/2016 06:00,"малооблачно, без осадков",-21,СВ,4 м/с,741
3/1/2016 09:00,"малооблачно, без осадков",-20,ВСВ,5 м/с,740
3/1/2016 12:00,"облачно, без осадков",-18,ВСВ,4 м/с,740
3/1/2016 15:00,"малооблачно, без осадков",-17,ВСВ,4 м/с,739
3/1/2016 18:00,"малооблачно, без осадков",-20,ВСВ,4 м/с,739
3/1/2016 21:00,"облачно, без осадков",-19,ВСВ,4 м/с,739
3/1/2016 24:00,"пасмурно, без осадков",-15,ВСВ,2 м/с,738
4/1/2016 00:00,"пасмурно, без осадков",-15,ВСВ,2 м/с,738
4/1/2016 03:00,"пасмурно, без осадков",-12,В,2 м/с,737
4/1/2016 06:00,"пасмурно, без осадков",-13,СВ,2 м/с,737
4/1/2016 09:00,"пасмурно, без осадков",-13,СВ,1 м/с,737
4/1/2016 12:00,"пасмурно, без осадков",-13,СВ,2 м/с,738
4/1/2016 15:00,"пасмурно, без осадков",-11,ВСВ,1 м/с,738
4/1/2016 18:00,"пасмурно, без осадков",-13,СЗ,4 м/с,738
4/1/2016 21:00,"пасмурно, без осадков",-17,ССВ,3 м/с,739
4/1/2016 24:00,"пасмурно, без осадков",-18,СВ,3 м/с,739
5/1/2016 00:00,"пасмурно, без осадков",-18,СВ,3 м/с,739
5/1/2016 03:00,"пасмурно, без осадков",-18,СВ,3 м/с,738
5/1/2016 06:00,"пасмурно, без осадков",-17,СВ,3 м/с,738
5/1/2016 09:00,"пасмурно, слабый снег",-16,СВ,3 м/с,738
5/1/2016 12:00,"пасмурно, слабый снег",-16,ВСВ,4 м/с,737
5/1/2016 15:00,"пасмурно, слабый снег",-13,ВСВ,2 м/с,737
5/1/2016 18:00,"пасмурно, слабый снег",-13,СВ,1 м/с,737
5/1/2016 21:00,"пасмурно, слабый снег",-15,СВ,2 м/с,737
5/1/2016 24:00,"пасмурно, без осадков",-17,штиль,0 м/с,737
6/1/2016 00:00,"пасмурно, без осадков",-17,штиль,0 м/с,737
6/1/2016 03:00,"пасмурно, без осадков",-17,ЗЮЗ,1 м/с,736
6/1/2016 06:00,"пасмурно, слабый снег",-16,ЗЮЗ,1 м/с,736
6/1/2016 09:00,"пасмурно, слабый снег",-18,Ю,3 м/с,736
6/1/2016 12:00,"пасмурно, без осадков",-19,ЗЮЗ,3 м/с,736
6/1/2016 15:00,"малооблачно, без осадков",-18,ЮЮЗ,1 м/с,735
6/1/2016 18:00,"пасмурно, без осадков",-20,Ю,2 м/с,735
6/1/2016 21:00,"пасмурно, без осадков",-19,ЮЗ,1 м/с,734
6/1/2016 24:00,"пасмурно, без осадков",-20,ЮЮЗ,2 м/с,734
7/1/2016 00:00,"пасмурно, без осадков",-20,ЮЮЗ,2 м/с,734
7/1/2016 03:00,"облачно, слабый снег",-21,Ю,2 м/с,734
7/1/2016 06:00,"облачно, слабый снег",-21,Ю,1 м/с,734
7/1/2016 09:00,"пасмурно, слабый снег",-22,С,1 м/с,734
7/1/2016 12:00,"облачно, слабый снег",-19,ЮЮЗ,1 м/с,734
7/1/2016 15:00,"облачно, слабый снег",-18,С,2 м/с,734
7/1/2016 18:00,"малооблачно, без осадков",-21,СВ,1 м/с,734
7/1/2016 21:00,"облачно, без осадков",-23,СВ,1 м/с,735
7/1/2016 24:00,"облачно, без осадков",-25,С,2 м/с,735
8/1/2016 00:00,"облачно, без осадков",-25,С,2 м/с,735
8/1/2016 03:00,"пасмурно, без осадков",-26,СВ,3 м/с,736
8/1/2016 06:00,"малооблачно, без осадков",-26,СВ,2 м/с,737
8/1/2016 09:00,"ясно, без осадков",-26,СВ,2 м/с,738
8/1/2016 12:00,"малооблачно, без осадков",-24,СВ,2 м/с,740
8/1/2016 15:00,"малооблачно, без осадков",-21,СВ,3 м/с,740
8/1/2016 18:00,"ясно, без осадков",-25,СВ,2 м/с,741
8/1/2016 21:00,"ясно, без осадков",-24,штиль,0 м/с,742
8/1/2016 24:00,"ясно, без осадков",-24,штиль,0 м/с,742
9/1/2016 00:00,"ясно, без осадков",-24,штиль,0 м/с,742
9/1/2016 03:00,"ясно, без осадков",-26,СВ,2 м/с,742
9/1/2016 06:00,"ясно, без осадков",-24,штиль,0 м/с,743
9/1/2016 09:00,"ясно, без осадков",-23,штиль,0 м/с,743
9/1/2016 12:00,"ясно, без осадков",-16,ВСВ,1 м/с,743
9/1/2016 15:00,"ясно, без осадков",-12,ВСВ,2 м/с,742
9/1/2016 18:00,"ясно, без осадков",-14,ВСВ,2 м/с,742
9/1/2016 21:00,"ясно, без осадков",-18,ВСВ,1 м/с,742
9/1/2016 24:00,"ясно, без осадков",-13,В,3 м/с,740
10/1/2016 00:00,"ясно, без осадков",-13,В,3 м/с,740
10/1/2016 03:00,"ясно, без осадков",-13,ЮЮВ,2 м/с,740
10/1/2016 06:00,"ясно, без осадков",-13,ВЮВ,1 м/с,739
10/1/2016 09:00,"ясно, без осадков",-13,ВСВ,1 м/с,739
10/1/2016 12:00,"пасмурно, без осадков",-10,В,1 м/с,738
10/1/2016 15:00,"пасмурно, без осадков",-7,ЮВ,2 м/с,736
10/1/2016 18:00,"пасмурно, без осадков",-7,В,2 м/с,736
10/1/2016 21:00,"пасмурно, без осадков",-5,ЮЮВ,2 м/с,735
10/1/2016 24:00,"пасмурно, без осадков",-6,Ю,3 м/с,734
11/1/2016 00:00,"пасмурно, без осадков",-6,Ю,3 м/с,734
11/1/2016 03:00,"пасмурно, без осадков",-4,В,2 м/с,732
11/1/2016 06:00,"пасмурно, без осадков",-5,ВЮВ,2 м/с,731
11/1/2016 09:00,"пасмурно, без осадков",-4,Ю,3 м/с,730
11/1/2016 12:00,"пасмурно, без осадков",-1,ВЮВ,2 м/с,728
11/1/2016 15:00,"пасмурно, слабые осадки",+0,ЮЮВ,2 м/с,727
11/1/2016 18:00,"пасмурно, без осадков",+2,Ю,4 м/с,727
11/1/2016 21:00,"пасмурно, без осадков",+0,ЮЮЗ,5 м/с,726
11/1/2016 24:00,"пасмурно, слабый дождь",+2,ЮЮЗ,6 м/с,725
12/1/2016 00:00,"пасмурно, слабый дождь",+2,ЮЮЗ,6 м/с,725
12/1/2016 03:00,"пасмурно, без осадков",-1,ЮЮЗ,5 м/с,727
12/1/2016 06:00,"пасмурно, слабый снег",-4,ЮЮЗ,4 м/с,730
12/1/2016 09:00,"пасмурно, слабый снег",-3,Ю,5 м/с,731
12/1/2016 12:00,"пасмурно, без осадков",-3,Ю,4 м/с,730
12/1/2016 15:00,"пасмурно, слабый снег",-0,ЮЗ,11 м/с,729
12/1/2016 18:00,"пасмурно, слабый снег",-0,Ю,11 м/с,728
12/1/2016 21:00,"пасмурно, слабый снег",-4,ЮЮЗ,3 м/с,729
12/1/2016 24:00,"пасмурно, слабый снег",-9,ЮЗ,3 м/с,730
13/1/2016 00:00,"пасмурно, слабый снег",-9,ЮЗ,3 м/с,730
13/1/2016 03:00,"малооблачно, без осадков",-11,З,7 м/с,732
13/1/2016 06:00,"ясно, без осадков",-15,ЮЗ,2 м/с,734
13/1/2016 09:00,"пасмурно, слабый снег",-15,ЮЮЗ,3 м/с,734
13/1/2016 12:00,"пасмурно, слабый снег",-15,ЮЗ,4 м/с,735
13/1/2016 15:00,"пасмурно, слабый снег",-13,ЗЮЗ,3 м/с,736
13/1/2016 18:00,"пасмурно, без осадков",-15,ЗЮЗ,2 м/с,737
13/1/2016 21:00,"ясно, без осадков",-18,ЮЗ,2 м/с,738
13/1/2016 24:00,"ясно, без осадков",-20,ЮЮЗ,1 м/с,739
14/1/2016 00:00,"ясно, без осадков",-20,ЮЮЗ,1 м/с,739
14/1/2016 03:00,"ясно, без осадков",-21,штиль,0 м/с,740
14/1/2016 06:00,"ясно, без осадков",-22,ЮЗ,1 м/с,740
14/1/2016 09:00,"пасмурно, без осадков",-19,ЮЗ,1 м/с,741
14/1/2016 12:00,"пасмурно, снег",-18,ЮЗ,1 м/с,741
14/1/2016 15:00,"пасмурно, снег",-16,ЮЮЗ,1 м/с,741
14/1/2016 18:00,"малооблачно, без осадков",-17,штиль,0 м/с,741
14/1/2016 21:00,"ясно, без осадков",-18,штиль,0 м/с,741
14/1/2016 24:00,"ясно, без осадков",-18,Ю,1 м/с,741
15/1/2016 00:00,"ясно, без осадков",-18,Ю,1 м/с,741
15/1/2016 03:00,"ясно, без осадков",-19,штиль,0 м/с,741
15/1/2016 06:00,"ясно, без осадков",-19,Ю,1 м/с,741
15/1/2016 09:00,"малооблачно, без осадков",-16,ЮЮВ,1 м/с,741
15/1/2016 12:00,"малооблачно, без осадков",-13,В,1 м/с,741
15/1/2016 15:00,"малооблачно, без осадков",-10,В,2 м/с,740
15/1/2016 18:00,"малооблачно, без осадков",-10,В,2 м/с,740
15/1/2016 21:00,"малооблачно, без осадков",-12,ВЮВ,2 м/с,739
15/1/2016 24:00,"малооблачно, без осадков",-11,В,3 м/с,737
16/1/2016 00:00,"малооблачно, без осадков",-11,В,3 м/с,737
16/1/2016 03:00,"облачно, без осадков",-11,ЮЮВ,2 м/с,736
16/1/2016 06:00,"малооблачно, без осадков",-10,В,1 м/с,735
16/1/2016 09:00,"облачно, без осадков",-10,ЮВ,2 м/с,734
16/1/2016 12:00,"пасмурно, без осадков",-8,Ю,2 м/с,733
16/1/2016 15:00,"пасмурно, без осадков",-6,В,2 м/с,731
16/1/2016 18:00,"пасмурно, без осадков",-6,В,2 м/с,730
16/1/2016 21:00,"пасмурно, слабый снег",-7,В,2 м/с,728
16/1/2016 24:00,"пасмурно, слабый снег",-6,ВЮВ,2 м/с,727
17/1/2016 00:00,"пасмурно, слабый снег",-6,ВЮВ,2 м/с,727
17/1/2016 03:00,"пасмурно, слабый снег",-6,ЮВ,1 м/с,726
17/1/2016 06:00,"пасмурно, слабый снег",-6,ЮВ,1 м/с,725
17/1/2016 09:00,"пасмурно, слабый снег",-8,ЮЮВ,1 м/с,725
17/1/2016 12:00,"пасмурно, слабый снег",-12,ЮЮЗ,3 м/с,727
17/1/2016 15:00,"пасмурно, слабый снег",-12,ЗЮЗ,4 м/с,728
17/1/2016 18:00,"пасмурно, слабый снег",-15,З,6 м/с,731
17/1/2016 21:00,"пасмурно, без осадков",-16,штиль,0 м/с,733
17/1/2016 24:00,"ясно, без осадков",-18,ССВ,1 м/с,735
18/1/2016 00:00,"ясно, без осадков",-18,ССВ,1 м/с,735
18/1/2016 03:00,"ясно, без осадков",-22,СВ,3 м/с,737
18/1/2016 06:00,"ясно, без осадков",-23,ЗСЗ,2 м/с,740
18/1/2016 09:00,"ясно, без осадков",-24,С,1 м/с,742
18/1/2016 12:00,"ясно, без осадков",-22,СЗ,2 м/с,743
18/1/2016 15:00,"ясно, без осадков",-20,С,2 м/с,744
18/1/2016 18:00,"ясно, без осадков",-22,ССЗ,1 м/с,746
18/1/2016 21:00,"пасмурно, без осадков",-22,штиль,0 м/с,747
18/1/2016 24:00,"ясно, без осадков",-24,ЮЮЗ,1 м/с,747
19/1/2016 00:00,"ясно, без осадков",-24,ЮЮЗ,1 м/с,747
19/1/2016 03:00,"ясно, без осадков",-25,штиль,0 м/с,747
19/1/2016 06:00,"ясно, без осадков",-24,штиль,0 м/с,747
19/1/2016 09:00,"ясно, без осадков",-24,штиль,0 м/с,748
19/1/2016 12:00,"ясно, без осадков",-19,штиль,0 м/с,748
19/1/2016 15:00,"ясно, без осадков",-17,штиль,0 м/с,748
19/1/2016 18:00,"ясно, без осадков",-17,СВ,2 м/с,748
19/1/2016 21:00,"ясно, без осадков",-20,ВСВ,1 м/с,749
19/1/2016 24:00,"ясно, без осадков",-21,ВСВ,1 м/с,748
20/1/2016 00:00,"ясно, без осадков",-21,ВСВ,1 м/с,748
20/1/2016 03:00,"ясно, без осадков",-19,штиль,0 м/с,748
20/1/2016 06:00,"ясно, без осадков",-18,штиль,0 м/с,748
20/1/2016 09:00,"ясно, без осадков",-18,ВСВ,2 м/с,748
20/1/2016 12:00,"ясно, без осадков",-15,ЮЮВ,2 м/с,749
20/1/2016 15:00,"ясно, без осадков",-13,ЮЮВ,3 м/с,748
20/1/2016 18:00,"ясно, без осадков",-13,ВСВ,3 м/с,748
20/1/2016 21:00,"ясно, без осадков",-14,ВЮВ,4 м/с,748
20/1/2016 24:00,"ясно, без осадков",-14,СВ,3 м/с,748
21/1/2016 00:00,"ясно, без осадков",-14,СВ,3 м/с,748
21/1/2016 03:00,"ясно, без осадков",-13,В,3 м/с,747
21/1/2016 06:00,"ясно, без осадков",-13,ЮЮВ,3 м/с,747
21/1/2016 09:00,"ясно, без осадков",-13,Ю,2 м/с,747
21/1/2016 12:00,"ясно, без осадков",-10,Ю,3 м/с,747
21/1/2016 15:00,"ясно, без осадков",-8,Ю,3 м/с,747
21/1/2016 18:00,"малооблачно, без осадков",-9,ВЮВ,2 м/с,747
21/1/2016 21:00,"малооблачно, без осадков",-10,ЮЮВ,2 м/с,747
21/1/2016 24:00,"малооблачно, без осадков",-11,Ю,1 м/с,747
22/1/2016 00:00,"малооблачно, без осадков",-11,Ю,1 м/с,747
22/1/2016 03:00,"малооблачно, без осадков",-11,Ю,3 м/с,747
22/1/2016 06:00,"малооблачно, без осадков",-12,Ю,1 м/с,748
22/1/2016 09:00,"малооблачно, без осадков",-11,Ю,1 м/с,748
22/1/2016 12:00,"малооблачно, без осадков",-9,Ю,1 м/с,748
22/1/2016 15:00,"малооблачно, без осадков",-5,штиль,0 м/с,748
22/1/2016 18:00,"малооблачно, без осадков",-10,ССВ,1 м/с,748
22/1/2016 21:00,"малооблачно, без осадков",-11,В,4 м/с,747
22/1/2016 24:00,"малооблачно, без осадков",-13,ВСВ,4 м/с,747
23/1/2016 00:00,"малооблачно, без осадков",-13,ВСВ,4 м/с,747
23/1/2016 03:00,"малооблачно, без осадков",-15,ВСВ,5 м/с,747
23/1/2016 06:00,"малооблачно, без осадков",-15,ВСВ,4 м/с,747
23/1/2016 09:00,"малооблачно, без осадков",-15,ВСВ,5 м/с,747
23/1/2016 12:00,"облачно, без осадков",-17,СВ,4 м/с,747
23/1/2016 15:00,"пасмурно, без осадков",-17,СВ,6 м/с,746
23/1/2016 18:00,"малооблачно, без осадков",-18,СВ,5 м/с,746
23/1/2016 21:00,"малооблачно, без осадков",-19,СВ,5 м/с,746
23/1/2016 24:00,"малооблачно, без осадков",-20,СВ,3 м/с,745
24/1/2016 00:00,"малооблачно, без осадков",-20,СВ,3 м/с,745
24/1/2016 03:00,"малооблачно, без осадков",-13,В,2 м/с,744
24/1/2016 06:00,"ясно, без осадков",-13,В,3 м/с,743
24/1/2016 09:00,"малооблачно, без осадков",-12,В,2 м/с,743
24/1/2016 12:00,"ясно, без осадков",-9,ВЮВ,2 м/с,743
24/1/2016 15:00,"ясно, без осадков",-4,В,1 м/с,742
24/1/2016 18:00,"ясно, без осадков",-8,ВСВ,1 м/с,741
24/1/2016 21:00,"ясно, без осадков",-14,штиль,0 м/с,740
24/1/2016 24:00,"ясно, без осадков",-15,штиль,0 м/с,740
25/1/2016 00:00,"ясно, без осадков",-15,штиль,0 м/с,740
25/1/2016 03:00,"ясно, без осадков",-11,СВ,1 м/с,738
25/1/2016 06:00,"ясно, без осадков",-17,штиль,0 м/с,738
25/1/2016 09:00,"ясно, без осадков",-16,ВСВ,2 м/с,737
25/1/2016 12:00,"ясно, без осадков",-17,ВСВ,1 м/с,737
25/1/2016 15:00,"ясно, без осадков",-13,СВ,3 м/с,736
25/1/2016 18:00,"ясно, без осадков",-17,В,2 м/с,736
25/1/2016 21:00,"ясно, без осадков",-16,В,3 м/с,735
25/1/2016 24:00,"ясно, без осадков",-17,СВ,1 м/с,734
26/1/2016 00:00,"ясно, без осадков",-17,СВ,1 м/с,734
26/1/2016 03:00,"ясно, без осадков",-18,СВ,2 м/с,734
26/1/2016 06:00,"ясно, без осадков",-18,ССВ,1 м/с,734
26/1/2016 09:00,"ясно, без осадков",-18,штиль,0 м/с,733
26/1/2016 12:00,"ясно, без осадков",-12,В,3 м/с,733
26/1/2016 15:00,"ясно, без осадков",-10,ВСВ,3 м/с,732
26/1/2016 18:00,"ясно, без осадков",-13,ВСВ,3 м/с,733
26/1/2016 21:00,"ясно, без осадков",-20,ВСВ,3 м/с,733
26/1/2016 24:00,"ясно, без осадков",-21,СВ,2 м/с,732
27/1/2016 00:00,"ясно, без осадков",-21,СВ,2 м/с,732
27/1/2016 03:00,"ясно, без осадков",-23,СВ,1 м/с,732
27/1/2016 06:00,"ясно, без осадков",-24,СВ,3 м/с,731
27/1/2016 09:00,"ясно, без осадков",-23,ССВ,2 м/с,731
27/1/2016 12:00,"ясно, без осадков",-18,ВСВ,1 м/с,732
27/1/2016 15:00,"ясно, без осадков",-11,ВСВ,1 м/с,732
27/1/2016 18:00,"ясно, без осадков",-14,ВЮВ,2 м/с,732
27/1/2016 21:00,"ясно, без осадков",-15,Ю,2 м/с,733
27/1/2016 24:00,"ясно, без осадков",-16,ВСВ,1 м/с,733
28/1/2016 00:00,"ясно, без осадков",-16,ВСВ,1 м/с,733
28/1/2016 03:00,"ясно, без осадков",-16,ЮВ,2 м/с,732
28/1/2016 06:00,"пасмурно, слабый снег",-13,штиль,0 м/с,732
28/1/2016 09:00,"пасмурно, слабый снег",-10,Ю,1 м/с,732
28/1/2016 12:00,"пасмурно, слабый снег",-8,ЮЗ,2 м/с,734
28/1/2016 15:00,"пасмурно, слабый снег",-8,ЮЗ,3 м/с,734
28/1/2016 18:00,"пасмурно, без осадков",-9,Ю,1 м/с,736
28/1/2016 21:00,"пасмурно, слабый снег",-10,ЮЮЗ,1 м/с,737
28/1/2016 24:00,"пасмурно, слабый снег",-11,ЮЮЗ,1 м/с,737
29/1/2016 00:00,"пасмурно, слабый снег",-11,ЮЮЗ,1 м/с,737
29/1/2016 03:00,"пасмурно, без осадков",-14,штиль,0 м/с,738
29/1/2016 06:00,"пасмурно, без осадков",-15,штиль,0 м/с,738
29/1/2016 09:00,"ясно, без осадков",-17,штиль,0 м/с,739
29/1/2016 12:00,"ясно, без осадков",-13,Ю,1 м/с,739
29/1/2016 15:00,"ясно, без осадков",-10,ЮЗ,1 м/с,739
29/1/2016 18:00,"ясно, без осадков",-13,ЮЮЗ,1 м/с,740
29/1/2016 21:00,"ясно, без осадков",-15,Ю,1 м/с,740
29/1/2016 24:00,"ясно, без осадков",-16,ЮЮВ,1 м/с,741
30/1/2016 00:00,"ясно, без осадков",-16,ЮЮВ,1 м/с,741
30/1/2016 03:00,"ясно, без осадков",-15,Ю,1 м/с,741
30/1/2016 06:00,"ясно, без осадков",-17,Ю,1 м/с,740
30/1/2016 09:00,"малооблачно, без осадков",-15,Ю,2 м/с,740
30/1/2016 12:00,"ясно, без осадков",-13,Ю,2 м/с,740
30/1/2016 15:00,"малооблачно, без осадков",-11,Ю,2 м/с,739
30/1/2016 18:00,"облачно, без осадков",-11,Ю,2 м/с,739
30/1/2016 21:00,"пасмурно, без осадков",-11,Ю,1 м/с,739
30/1/2016 24:00,"пасмурно, без осадков",-11,Ю,1 м/с,738
31/1/2016 00:00,"пасмурно, без осадков",-11,Ю,1 м/с,738
