datetime,sky,temperature,wind_direction,wind_velocity,p
31/3/2016 24:00,"пасмурно, без осадков",+5,ВЮВ,3 м/с,728
1/4/2016 00:00,"пасмурно, без осадков",+5,ВЮВ,3 м/с,728
1/4/2016 03:00,"пасмурно, слабый дождь",+5,В,2 м/с,727
1/4/2016 06:00,"пасмурно, без осадков",+4,В,2 м/с,727
1/4/2016 09:00,"пасмурно, без осадков",+5,В,1 м/с,727
1/4/2016 12:00,"пасмурно, слабый дождь",+7,В,1 м/с,726
1/4/2016 15:00,"пасмурно, дождь",+10,В,1 м/с,725
1/4/2016 18:00,"пасмурно, дождь",+10,Ю,1 м/с,724
1/4/2016 21:00,"пасмурно, дождь",+4,З,3 м/с,726
1/4/2016 24:00,"пасмурно, слабый дождь",+2,З,4 м/с,727
2/4/2016 00:00,"пасмурно, слабый дождь",+2,З,4 м/с,727
2/4/2016 03:00,"пасмурно, без осадков",+2,ЮЗ,1 м/с,727
2/4/2016 06:00,"пасмурно, дождь",+2,ЮЮЗ,2 м/с,727
2/4/2016 09:00,"пасмурно, дождь",+3,ЮЗ,3 м/с,727
2/4/2016 12:00,"пасмурно, дождь",+3,ЮЮЗ,3 м/с,727
2/4/2016 15:00,"пасмурно, дождь",+3,ЮЗ,4 м/с,727
2/4/2016 18:00,"пасмурно, дождь",+4,ЮЮЗ,3 м/с,727
2/4/2016 21:00,"пасмурно, дождь",+4,З,4 м/с,728
2/4/2016 24:00,"пасмурно, без осадков",+2,З,5 м/с,729
3/4/2016 00:00,"пасмурно, без осадков",+2,З,5 м/с,729
3/4/2016 03:00,"пасмурно, без осадков",+1,ЮЮЗ,3 м/с,730
3/4/2016 06:00,"пасмурно, без осадков",+1,ЗЮЗ,4 м/с,731
3/4/2016 09:00,"пасмурно, без осадков",+1,ЮЗ,2 м/с,732
3/4/2016 12:00,"пасмурно, без осадков",+4,ЮЗ,2 м/с,733
3/4/2016 15:00,"пасмурно, без осадков",+7,ЮЮЗ,2 м/с,733
3/4/2016 18:00,"пасмурно, без осадков",+9,ЮЮЗ,1 м/с,733
3/4/2016 21:00,"ясно, без осадков",+8,ЮЗ,1 м/с,733
3/4/2016 24:00,"ясно, без осадков",+6,ЮЮЗ,2 м/с,734
4/4/2016 00:00,"ясно, без осадков",+6,ЮЮЗ,2 м/с,734
4/4/2016 03:00,"ясно, без осадков",+2,штиль,0 м/с,734
4/4/2016 06:00,"ясно, без осадков",+1,штиль,0 м/с,734
4/4/2016 09:00,"малооблачно, без осадков",+6,штиль,0 м/с,734
4/4/2016 12:00,"малооблачно, без осадков",+12,Ю,1 м/с,734
4/4/2016 15:00,"малооблачно, без осадков",+14,Ю,2 м/с,734
4/4/2016 18:00,"пасмурно, без осадков",+13,Ю,1 м/с,733
4/4/2016 21:00,"малооблачно, без осадков",+11,штиль,0 м/с,733
4/4/2016 24:00,"малооблачно, без осадков",+9,штиль,0 м/с,733
5/4/2016 00:00,"малооблачно, без осадков",+9,штиль,0 м/с,733
5/4/2016 03:00,"пасмурно, без осадков",+7,штиль,0 м/с,732
5/4/2016 06:00,"пасмурно, без осадков",+7,Ю,1 м/с,732
5/4/2016 09:00,"пасмурно, без осадков",+7,В,2 м/с,731
5/4/2016 12:00,"пасмурно, без осадков",+13,ЮВ,2 м/с,730
5/4/2016 15:00,"пасмурно, без осадков",+14,Ю,3 м/с,729
5/4/2016 18:00,"пасмурно, без осадков",+15,В,1 м/с,728
5/4/2016 21:00,"малооблачно, без осадков",+13,В,2 м/с,726
5/4/2016 24:00,"пасмурно, слабый дождь",+7,ЮЮЗ,4 м/с,726
6/4/2016 00:00,"пасмурно, слабый дождь",+7,ЮЮЗ,4 м/с,726
6/4/2016 03:00,"пасмурно, без осадков",+2,ЗЮЗ,1 м/с,728
6/4/2016 06:00,"пасмурно, без осадков",+3,ЮЮЗ,4 м/с,730
6/4/2016 09:00,"пасмурно, без осадков",+3,ЮЮЗ,5 м/с,731
6/4/2016 12:00,"пасмурно, слабый дождь",+7,ЮЮЗ,3 м/с,732
6/4/2016 15:00,"пасмурно, без осадков",+9,ЮЗ,3 м/с,731
6/4/2016 18:00,"пасмурно, без осадков",+8,ЮЮЗ,1 м/с,731
6/4/2016 21:00,"облачно, без осадков",+7,Ю,1 м/с,732
6/4/2016 24:00,"малооблачно, без осадков",+6,Ю,2 м/с,731
7/4/2016 00:00,"малооблачно, без осадков",+6,Ю,2 м/с,731
7/4/2016 03:00,"малооблачно, без осадков",+4,ЮЮЗ,2 м/с,730
7/4/2016 06:00,"пасмурно, без осадков",+4,Ю,2 м/с,729
7/4/2016 09:00,"пасмурно, без осадков",+5,ЮЮЗ,2 м/с,729
7/4/2016 12:00,"пасмурно, без осадков",+7,ЮЮЗ,5 м/с,728
7/4/2016 15:00,"пасмурно, слабый дождь",+4,ЮЮЗ,4 м/с,728
7/4/2016 18:00,"пасмурно, слабый дождь",+5,ЮЮЗ,4 м/с,727
7/4/2016 21:00,"пасмурно, без осадков",+3,ЮЮЗ,1 м/с,727
7/4/2016 24:00,"пасмурно, без осадков",+2,Ю,4 м/с,727
8/4/2016 00:00,"пасмурно, без осадков",+2,Ю,4 м/с,727
8/4/2016 03:00,"пасмурно, без осадков",+2,Ю,3 м/с,726
8/4/2016 06:00,"пасмурно, без осадков",+2,ЮЗ,3 м/с,727
8/4/2016 09:00,"пасмурно, без осадков",+2,ЮЮЗ,5 м/с,727
8/4/2016 12:00,"пасмурно, без осадков",+6,ЮЮЗ,6 м/с,727
8/4/2016 15:00,"пасмурно, слабый дождь",+3,ЮЮЗ,3 м/с,728
8/4/2016 18:00,"пасмурно, без осадков",+5,ЗЮЗ,6 м/с,727
8/4/2016 21:00,"пасмурно, слабые осадки",+3,ЗСЗ,4 м/с,728
8/4/2016 24:00,"пасмурно, слабый дождь",+1,штиль,0 м/с,729
9/4/2016 00:00,"пасмурно, слабый дождь",+1,штиль,0 м/с,729
9/4/2016 03:00,"пасмурно, без осадков",+1,З,0 м/с,729
9/4/2016 06:00,"пасмурно, без осадков",+1,штиль,0 м/с,730
9/4/2016 09:00,"пасмурно, без осадков",+1,З,2 м/с,732
9/4/2016 12:00,"пасмурно, без осадков",+3,ЗСЗ,2 м/с,734
9/4/2016 15:00,"пасмурно, без осадков",+6,З,3 м/с,734
9/4/2016 18:00,"пасмурно, без осадков",+8,З,4 м/с,734
9/4/2016 21:00,"пасмурно, без осадков",+5,З,1 м/с,735
9/4/2016 24:00,"ясно, без осадков",+4,ЮЗ,1 м/с,736
10/4/2016 00:00,"ясно, без осадков",+4,ЮЗ,1 м/с,736
10/4/2016 03:00,"ясно, без осадков",+2,ЗЮЗ,1 м/с,735
10/4/2016 06:00,"малооблачно, без осадков",+1,ЗЮЗ,1 м/с,735
10/4/2016 09:00,"малооблачно, без осадков",+4,ЗЮЗ,3 м/с,735
10/4/2016 12:00,"малооблачно, без осадков",+9,З,7 м/с,735
10/4/2016 15:00,"пасмурно, без осадков",+10,З,8 м/с,734
10/4/2016 18:00,"пасмурно, без осадков",+10,ЗЮЗ,5 м/с,733
10/4/2016 21:00,"пасмурно, слабый дождь",+7,ЮЗ,3 м/с,733
10/4/2016 24:00,"пасмурно, без осадков",+7,ЗЮЗ,4 м/с,732
11/4/2016 00:00,"пасмурно, без осадков",+7,ЗЮЗ,4 м/с,732
11/4/2016 03:00,"пасмурно, без осадков",+7,ЮЗ,1 м/с,731
11/4/2016 06:00,"пасмурно, без осадков",+6,ЗЮЗ,5 м/с,731
11/4/2016 09:00,"ясно, без осадков",+7,ЗЮЗ,3 м/с,732
11/4/2016 12:00,"малооблачно, без осадков",+12,З,5 м/с,731
11/4/2016 15:00,"малооблачно, без осадков",+15,З,5 м/с,731
11/4/2016 18:00,"пасмурно, без осадков",+15,З,4 м/с,731
11/4/2016 21:00,"ясно, без осадков",+12,З,2 м/с,732
11/4/2016 24:00,"ясно, без осадков",+9,З,1 м/с,731
12/4/2016 00:00,"ясно, без осадков",+9,З,1 м/с,731
12/4/2016 03:00,"ясно, без осадков",+7,Ю,2 м/с,731
12/4/2016 06:00,"малооблачно, без осадков",+5,ЮЮЗ,1 м/с,730
12/4/2016 09:00,"малооблачно, без осадков",+6,ЗЮЗ,3 м/с,730
12/4/2016 12:00,"малооблачно, без осадков",+12,ЗЮЗ,5 м/с,730
12/4/2016 15:00,"ясно, без осадков",+16,З,5 м/с,729
12/4/2016 18:00,"облачно, без осадков",+16,ЗСЗ,6 м/с,729
12/4/2016 21:00,"облачно, без осадков",+10,СВ,3 м/с,730
12/4/2016 24:00,"малооблачно, без осадков",+6,СВ,2 м/с,730
13/4/2016 00:00,"малооблачно, без осадков",+6,СВ,2 м/с,730
13/4/2016 03:00,"пасмурно, слабый дождь",+3,СЗ,3 м/с,732
13/4/2016 06:00,"пасмурно, без осадков",+2,ВЮВ,2 м/с,733
13/4/2016 09:00,"ясно, без осадков",+5,ВЮВ,2 м/с,735
13/4/2016 12:00,"пасмурно, без осадков",+9,СЗ,3 м/с,736
13/4/2016 15:00,"пасмурно, без осадков",+11,ССВ,2 м/с,736
13/4/2016 18:00,"пасмурно, без осадков",+11,ССЗ,2 м/с,736
13/4/2016 21:00,"пасмурно, без осадков",+8,ССВ,1 м/с,737
13/4/2016 24:00,"ясно, без осадков",+5,штиль,0 м/с,737
14/4/2016 00:00,"ясно, без осадков",+5,штиль,0 м/с,737
14/4/2016 03:00,"ясно, без осадков",+6,штиль,0 м/с,737
14/4/2016 06:00,"ясно, без осадков",+4,Ю,1 м/с,737
14/4/2016 09:00,"ясно, без осадков",+7,ЮЮЗ,1 м/с,738
14/4/2016 12:00,"ясно, без осадков",+13,ЮЗ,2 м/с,738
14/4/2016 15:00,"ясно, без осадков",+16,ЮЮЗ,2 м/с,737
14/4/2016 18:00,"ясно, без осадков",+16,З,1 м/с,737
14/4/2016 21:00,"ясно, без осадков",+13,штиль,0 м/с,737
14/4/2016 24:00,"ясно, без осадков",+11,штиль,0 м/с,738
15/4/2016 00:00,"ясно, без осадков",+11,штиль,0 м/с,738
15/4/2016 03:00,"ясно, без осадков",+9,ЮЮЗ,1 м/с,738
15/4/2016 06:00,"ясно, без осадков",+7,штиль,0 м/с,738
15/4/2016 09:00,"малооблачно, без осадков",+11,Ю,1 м/с,739
15/4/2016 12:00,"малооблачно, без осадков",+16,Ю,3 м/с,739
15/4/2016 15:00,"малооблачно, без осадков",+19,Ю,3 м/с,738
15/4/2016 18:00,"малооблачно, без осадков",+19,ЮЮВ,3 м/с,737
15/4/2016 21:00,"малооблачно, без осадков",+17,Ю,2 м/с,736
15/4/2016 24:00,"ясно, без осадков",+14,В,1 м/с,735
16/4/2016 00:00,"ясно, без осадков",+14,В,1 м/с,735
16/4/2016 03:00,"малооблачно, без осадков",+12,ЮЮВ,2 м/с,734
16/4/2016 06:00,"пасмурно, без осадков",+10,ЮЮВ,1 м/с,735
16/4/2016 09:00,"пасмурно, без осадков",+12,Ю,2 м/с,734
16/4/2016 12:00,"малооблачно, без осадков",+18,Ю,3 м/с,732
16/4/2016 15:00,"малооблачно, без осадков",+20,Ю,3 м/с,731
16/4/2016 18:00,"пасмурно, без осадков",+21,ЗЮЗ,1 м/с,729
16/4/2016 21:00,"малооблачно, без осадков",+16,штиль,0 м/с,729
16/4/2016 24:00,"ясно, без осадков",+12,штиль,0 м/с,729
17/4/2016 00:00,"ясно, без осадков",+12,штиль,0 м/с,729
17/4/2016 03:00,"ясно, без осадков",+7,штиль,0 м/с,728
17/4/2016 06:00,"ясно, без осадков",+8,штиль,0 м/с,728
17/4/2016 09:00,"ясно, без осадков",+14,ССВ,3 м/с,729
17/4/2016 12:00,"ясно, без осадков",+19,ССВ,3 м/с,729
17/4/2016 15:00,"малооблачно, без осадков",+21,СВ,4 м/с,729
17/4/2016 18:00,"малооблачно, без осадков",+21,СВ,3 м/с,729
17/4/2016 21:00,"ясно, без осадков",+17,СВ,2 м/с,729
17/4/2016 24:00,"ясно, без осадков",+14,ВСВ,2 м/с,730
18/4/2016 00:00,"ясно, без осадков",+14,ВСВ,2 м/с,730
18/4/2016 03:00,"ясно, без осадков",+10,штиль,0 м/с,730
18/4/2016 06:00,"ясно, без осадков",+11,В,1 м/с,731
18/4/2016 09:00,"ясно, без осадков",+13,ЮВ,1 м/с,731
18/4/2016 12:00,"ясно, без осадков",+19,ЮВ,2 м/с,731
18/4/2016 15:00,"ясно, без осадков",+23,Ю,2 м/с,730
18/4/2016 18:00,"ясно, без осадков",+25,СЗ,3 м/с,729
18/4/2016 21:00,"ясно, без осадков",+22,штиль,0 м/с,729
18/4/2016 24:00,"ясно, без осадков",+17,Ю,1 м/с,729
19/4/2016 00:00,"ясно, без осадков",+17,Ю,1 м/с,729
19/4/2016 03:00,"ясно, без осадков",+15,Ю,2 м/с,729
19/4/2016 06:00,"ясно, без осадков",+13,ЮЮЗ,2 м/с,729
19/4/2016 09:00,"малооблачно, без осадков",+16,ЮЮЗ,3 м/с,730
19/4/2016 12:00,"пасмурно, без осадков",+19,ЗЮЗ,4 м/с,730
19/4/2016 15:00,"пасмурно, без осадков",+22,Ю,7 м/с,730
19/4/2016 18:00,"малооблачно, без осадков",+21,ЮЮЗ,4 м/с,730
19/4/2016 21:00,"ясно, без осадков",+16,штиль,0 м/с,731
19/4/2016 24:00,"ясно, без осадков",+14,штиль,0 м/с,731
20/4/2016 00:00,"ясно, без осадков",+14,штиль,0 м/с,731
20/4/2016 03:00,"ясно, без осадков",+12,штиль,0 м/с,731
20/4/2016 06:00,"ясно, без осадков",+10,ЮЮВ,1 м/с,731
20/4/2016 09:00,"пасмурно, без осадков",+16,Ю,1 м/с,732
20/4/2016 12:00,"пасмурно, без осадков",+19,ЗЮЗ,2 м/с,731
20/4/2016 15:00,"пасмурно, слабый дождь",+20,ЗЮЗ,2 м/с,730
20/4/2016 18:00,"пасмурно, без осадков",+15,З,5 м/с,730
20/4/2016 21:00,"пасмурно, без осадков",+13,ЮЮЗ,1 м/с,730
20/4/2016 24:00,"облачно, без осадков",+11,ЮЮЗ,2 м/с,729
21/4/2016 00:00,"облачно, без осадков",+11,ЮЮЗ,2 м/с,729
21/4/2016 03:00,"пасмурно, без осадков",+12,ЮЮЗ,2 м/с,728
21/4/2016 06:00,"пасмурно, без осадков",+10,ЮЮЗ,2 м/с,728
21/4/2016 09:00,"пасмурно, без осадков",+14,ЮЮЗ,3 м/с,728
21/4/2016 12:00,"облачно, без осадков",+19,ЮЮЗ,4 м/с,727
21/4/2016 15:00,"пасмурно, без осадков",+21,ЮЗ,4 м/с,726
21/4/2016 18:00,"пасмурно, слабый дождь",+16,З,4 м/с,726
21/4/2016 21:00,"малооблачно, без осадков",+13,ЮЮЗ,2 м/с,727
21/4/2016 24:00,"малооблачно, без осадков",+12,Ю,2 м/с,727
22/4/2016 00:00,"малооблачно, без осадков",+12,Ю,2 м/с,727
22/4/2016 03:00,"пасмурно, без осадков",+9,ЗЮЗ,2 м/с,727
22/4/2016 06:00,"пасмурно, без осадков",+9,ЮЗ,1 м/с,728
22/4/2016 09:00,"пасмурно, слабый дождь",+9,З,2 м/с,728
22/4/2016 12:00,"пасмурно, без осадков",+12,З,3 м/с,729
22/4/2016 15:00,"пасмурно, слабый дождь",+14,СЗ,3 м/с,729
22/4/2016 18:00,"пасмурно, без осадков",+14,ЗСЗ,2 м/с,729
22/4/2016 21:00,"пасмурно, без осадков",+15,ЗСЗ,1 м/с,729
22/4/2016 24:00,"пасмурно, без осадков",+12,штиль,0 м/с,730
23/4/2016 00:00,"пасмурно, без осадков",+12,штиль,0 м/с,730
23/4/2016 03:00,"ясно, без осадков",+10,штиль,0 м/с,730
23/4/2016 06:00,"ясно, без осадков",+8,штиль,0 м/с,730
23/4/2016 09:00,"ясно, без осадков",+14,штиль,0 м/с,730
23/4/2016 12:00,"малооблачно, без осадков",+19,ЮЮЗ,1 м/с,730
23/4/2016 15:00,"малооблачно, без осадков",+21,ЗЮЗ,2 м/с,729
23/4/2016 18:00,"ясно, без осадков",+21,ЮЮЗ,2 м/с,729
23/4/2016 21:00,"малооблачно, без осадков",+17,штиль,0 м/с,729
23/4/2016 24:00,"ясно, без осадков",+14,З,2 м/с,729
24/4/2016 00:00,"ясно, без осадков",+14,З,2 м/с,729
24/4/2016 03:00,"пасмурно, слабый дождь",+12,ССЗ,2 м/с,730
24/4/2016 06:00,"пасмурно, без осадков",+10,СЗ,2 м/с,731
24/4/2016 09:00,"пасмурно, слабый дождь",+8,СЗ,2 м/с,733
24/4/2016 12:00,"пасмурно, без осадков",+8,ССВ,1 м/с,733
24/4/2016 15:00,"пасмурно, без осадков",+13,Ю,1 м/с,734
24/4/2016 18:00,"малооблачно, без осадков",+16,СЗ,2 м/с,733
24/4/2016 21:00,"ясно, без осадков",+12,ЗСЗ,2 м/с,734
24/4/2016 24:00,"ясно, без осадков",+8,штиль,0 м/с,735
25/4/2016 00:00,"ясно, без осадков",+8,штиль,0 м/с,735
25/4/2016 03:00,"ясно, без осадков",+7,штиль,0 м/с,735
25/4/2016 06:00,"ясно, без осадков",+5,штиль,0 м/с,735
25/4/2016 09:00,"ясно, без осадков",+11,З,1 м/с,736
25/4/2016 12:00,"ясно, без осадков",+15,СЗ,3 м/с,736
25/4/2016 15:00,"ясно, без осадков",+16,СЗ,3 м/с,736
25/4/2016 18:00,"ясно, без осадков",+16,С,3 м/с,735
25/4/2016 21:00,"ясно, без осадков",+11,штиль,0 м/с,736
25/4/2016 24:00,"ясно, без осадков",+9,С,1 м/с,736
26/4/2016 00:00,"ясно, без осадков",+9,С,1 м/с,736
26/4/2016 03:00,"ясно, без осадков",+4,штиль,0 м/с,736
26/4/2016 06:00,"малооблачно, без осадков",+2,штиль,0 м/с,736
26/4/2016 09:00,"малооблачно, без осадков",+10,штиль,0 м/с,736
26/4/2016 12:00,"малооблачно, без осадков",+13,ЗЮЗ,2 м/с,735
26/4/2016 15:00,"малооблачно, без осадков",+16,ЗСЗ,2 м/с,735
26/4/2016 18:00,"малооблачно, без осадков",+14,СЗ,3 м/с,734
26/4/2016 21:00,"малооблачно, без осадков",+12,ССВ,2 м/с,734
26/4/2016 24:00,"малооблачно, без осадков",+10,Ю,1 м/с,733
27/4/2016 00:00,"малооблачно, без осадков",+10,Ю,1 м/с,733
27/4/2016 03:00,"облачно, без осадков",+5,штиль,0 м/с,732
27/4/2016 06:00,"облачно, без осадков",+6,штиль,0 м/с,732
27/4/2016 09:00,"малооблачно, без осадков",+10,ССВ,2 м/с,731
27/4/2016 12:00,"малооблачно, без осадков",+14,ССЗ,1 м/с,731
27/4/2016 15:00,"пасмурно, без осадков",+15,СЗ,2 м/с,731
27/4/2016 18:00,"пасмурно, без осадков",+15,ССВ,3 м/с,731
27/4/2016 21:00,"ясно, без осадков",+9,ВСВ,3 м/с,731
27/4/2016 24:00,"ясно, без осадков",+5,ССВ,2 м/с,732
28/4/2016 00:00,"ясно, без осадков",+5,ССВ,2 м/с,732
28/4/2016 03:00,"малооблачно, без осадков",+4,ССВ,2 м/с,732
28/4/2016 06:00,"пасмурно, без осадков",+2,ССВ,2 м/с,732
28/4/2016 09:00,"малооблачно, без осадков",+6,СВ,3 м/с,732
28/4/2016 12:00,"пасмурно, без осадков",+9,СЗ,2 м/с,732
28/4/2016 15:00,"облачно, без осадков",+11,ССЗ,2 м/с,731
28/4/2016 18:00,"пасмурно, без осадков",+11,ССВ,2 м/с,731
28/4/2016 21:00,"пасмурно, без осадков",+9,ССВ,2 м/с,732
28/4/2016 24:00,"облачно, без осадков",+6,СВ,2 м/с,732
29/4/2016 00:00,"облачно, без осадков",+6,СВ,2 м/с,732
29/4/2016 03:00,"пасмурно, без осадков",+5,СВ,2 м/с,733
29/4/2016 06:00,"ясно, без осадков",+2,ССВ,1 м/с,734
29/4/2016 09:00,"ясно, без осадков",+8,СВ,2 м/с,735
29/4/2016 12:00,"пасмурно, без осадков",+12,ССВ,3 м/с,735
29/4/2016 15:00,"пасмурно, без осадков",+13,С,3 м/с,736
29/4/2016 18:00,"пасмурно, без осадков",+12,ССВ,3 м/с,737
29/4/2016 21:00,"ясно, без осадков",+9,ССВ,2 м/с,737
29/4/2016 24:00,"ясно, без осадков",+4,штиль,0 м/с,738
30/4/2016 00:00,"ясно, без осадков",+4,штиль,0 м/с,738
30/4/2016 03:00,"ясно, без осадков",+2,штиль,0 м/с,739
30/4/2016 06:00,"ясно, без осадков",+1,штиль,0 м/с,740
30/4/2016 09:00,"ясно, без осадков",+9,штиль,0 м/с,740
30/4/2016 12:00,"пасмурно, без осадков",+14,С,2 м/с,740
30/4/2016 15:00,"облачно, без осадков",+15,ЮЗ,2 м/с,739
30/4/2016 18:00,"малооблачно, без осадков",+15,З,2 м/с,738
30/4/2016 21:00,"малооблачно, без осадков",+12,ЮЮЗ,1 м/с,737
30/4/2016 24:00,"малооблачно, без осадков",+6,Ю,1 м/с,737
